1,2
3,2
5,2
6,1
7,3
8,3
11,2
13,2
15,1
16,2
17,3
18,3
21,2
23,2
24,1
25,3
29,2
31,1
32,2
33,2
35,3
37,2
38,3
39,2
41,2
45,2
47,1
48,3
52,2
57,3
58,3
61,3
63,1
65,2
67,2
68,2
71,3
73,3
75,3
77,3
78,3
